product_name,category,unit_cost,quantity_sold,sale_price,sale_date,stock_after_sale
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-01-05,121
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2024-01-05,285
Classic 500 Puff,Disposable Vapes,150,11,399.0,2024-01-05,1
Replacement Pods (4-Pack),Pod Systems,200,6,599.0,2024-01-05,1
Premium 2000 Puff,Disposable Vapes,280,6,799.0,2024-01-05,1
Advanced Mod,Premium Devices,1800,3,2999.0,2024-01-06,250
Tank Glass Replacement,Accessories,150,5,399.0,2024-01-06,1
Replacement Pods (4-Pack),Pod Systems,200,4,599.0,2024-01-06,1
Replacement Pods (4-Pack),Pod Systems,200,9,599.0,2024-01-08,1
Professional Starter Kit,Premium Devices,1500,1,2499.0,2024-01-08,333
Coil Pack (10 pcs),Accessories,200,7,499.0,2024-01-10,1
Premium 2000 Puff,Disposable Vapes,280,8,799.0,2024-01-10,1
High Strength 50mg 30ml,E-Liquids,150,5,399.0,2024-01-10,149
Lite 200 Puff,Disposable Vapes,100,9,249.0,2024-01-13,1
Battery 18650,Accessories,80,6,249.0,2024-01-13,1
Premium 2000 Puff,Disposable Vapes,280,4,799.0,2024-01-13,1
Coil Pack (10 pcs),Accessories,200,4,499.0,2024-01-13,1
Zero Nicotine 30ml,E-Liquids,100,5,249.0,2024-01-13,1
Lite 200 Puff,Disposable Vapes,100,9,249.0,2024-01-14,1
Battery Charger,Accessories,250,1,599.0,2024-01-14,208
Zero Nicotine 30ml,E-Liquids,100,7,249.0,2024-01-17,1
E-Liquid 30ml,E-Liquids,120,16,299.0,2024-01-17,1
Premium 2000 Puff,Disposable Vapes,280,8,799.0,2024-01-17,1
Premium 2000 Puff,Disposable Vapes,280,6,799.0,2024-01-18,1
Max 3000 Puff,Disposable Vapes,350,5,999.0,2024-01-18,16
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2024-01-18,145
Zero Nicotine 30ml,E-Liquids,100,8,249.0,2024-01-23,1
Advanced Pod Kit,Pod Systems,1200,3,1999.0,2024-01-23,282
Coil Pack (10 pcs),Accessories,200,4,499.0,2024-01-23,1
Replacement Pods (4-Pack),Pod Systems,200,9,599.0,2024-01-23,1
Tank Glass Replacement,Accessories,150,10,399.0,2024-01-24,1
Battery Charger,Accessories,250,3,599.0,2024-01-24,205
Compact Pod Kit,Pod Systems,600,3,1199.0,2024-01-25,119
Pod System Kit,Pod Systems,800,4,1499.0,2024-01-25,2
E-Liquid 30ml,E-Liquids,120,9,299.0,2024-01-25,1
Zero Nicotine 30ml,E-Liquids,100,9,249.0,2024-01-25,1
Tropical Mix 500 Puff,Disposable Vapes,150,7,399.0,2024-01-26,1
E-Liquid 30ml,E-Liquids,120,14,299.0,2024-01-26,1
Premium 2000 Puff,Disposable Vapes,280,8,799.0,2024-01-26,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-01-27,120
Tank Glass Replacement,Accessories,150,5,399.0,2024-01-27,1
Advanced Pod Kit,Pod Systems,1200,1,1999.0,2024-01-28,281
Tank Glass Replacement,Accessories,150,3,399.0,2024-01-28,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-01-28,119
Lite 200 Puff,Disposable Vapes,100,10,249.0,2024-01-28,1
Professional Starter Kit,Premium Devices,1500,1,2499.0,2024-01-28,332
Classic 500 Puff,Disposable Vapes,150,11,399.0,2024-02-02,1
Lite 200 Puff,Disposable Vapes,100,16,249.0,2024-02-02,1
E-Liquid 60ml Premium,E-Liquids,200,5,499.0,2024-02-02,1
E-Liquid 30ml,E-Liquids,120,9,299.0,2024-02-02,1
Premium 2000 Puff,Disposable Vapes,280,4,799.0,2024-02-03,1
Tank Glass Replacement,Accessories,150,4,399.0,2024-02-03,1
Replacement Pods (4-Pack),Pod Systems,200,5,599.0,2024-02-03,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-02-06,118
E-Liquid 100ml Bulk,E-Liquids,300,4,699.0,2024-02-06,21
Battery 18650,Accessories,80,8,249.0,2024-02-06,1
Replacement Pods (4-Pack),Pod Systems,200,7,599.0,2024-02-06,1
Coil Pack (10 pcs),Accessories,200,6,499.0,2024-02-06,1
Classic 500 Puff,Disposable Vapes,150,10,399.0,2024-02-07,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-02-07,117
Battery 18650,Accessories,80,13,249.0,2024-02-07,1
E-Liquid 30ml,E-Liquids,120,13,299.0,2024-02-07,1
Lite 200 Puff,Disposable Vapes,100,15,249.0,2024-02-08,1
Tank Glass Replacement,Accessories,150,7,399.0,2024-02-08,1
Advanced Mod,Premium Devices,1800,4,2999.0,2024-02-08,246
Professional Starter Kit,Premium Devices,1500,2,2499.0,2024-02-08,330
Premium 2000 Puff,Disposable Vapes,280,7,799.0,2024-02-08,1
Battery 18650,Accessories,80,10,249.0,2024-02-09,1
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2024-02-09,279
E-Liquid 30ml,E-Liquids,120,6,299.0,2024-02-10,1
Advanced Mod,Premium Devices,1800,2,2999.0,2024-02-10,244
Lite 200 Puff,Disposable Vapes,100,11,249.0,2024-02-12,1
Professional Starter Kit,Premium Devices,1500,2,2499.0,2024-02-12,328
Pod System Kit,Pod Systems,800,4,1499.0,2024-02-12,1
E-Liquid 30ml,E-Liquids,120,9,299.0,2024-02-12,1
Battery Charger,Accessories,250,3,599.0,2024-02-14,202
Advanced Mod,Premium Devices,1800,4,2999.0,2024-02-14,240
Replacement Pods (4-Pack),Pod Systems,200,7,599.0,2024-02-15,1
Compact Pod Kit,Pod Systems,600,4,1199.0,2024-02-15,115
Tropical Mix 500 Puff,Disposable Vapes,150,8,399.0,2024-02-15,1
Battery Charger,Accessories,250,3,599.0,2024-02-15,199
Professional Starter Kit,Premium Devices,1500,1,2499.0,2024-02-15,327
E-Liquid 60ml Premium,E-Liquids,200,4,499.0,2024-02-16,1
Tropical Mix 500 Puff,Disposable Vapes,150,11,399.0,2024-02-16,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-02-21,116
Battery 18650,Accessories,80,8,249.0,2024-02-21,1
Max 3000 Puff,Disposable Vapes,350,5,999.0,2024-02-21,11
Pod System Kit,Pod Systems,800,4,1499.0,2024-02-21,1
Compact Pod Kit,Pod Systems,600,3,1199.0,2024-02-23,112
Professional Starter Kit,Premium Devices,1500,2,2499.0,2024-02-23,325
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2024-02-23,277
E-Liquid 30ml,E-Liquids,120,7,299.0,2024-02-23,1
Advanced Mod,Premium Devices,1800,3,2999.0,2024-02-24,237
Classic 500 Puff,Disposable Vapes,150,4,399.0,2024-02-24,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-02-24,115
Zero Nicotine 30ml,E-Liquids,100,4,249.0,2024-02-24,1
Pod System Kit,Pod Systems,800,1,1499.0,2024-02-25,1
Coil Pack (10 pcs),Accessories,200,2,499.0,2024-02-25,1
Tropical Mix 500 Puff,Disposable Vapes,150,3,399.0,2024-02-25,1
E-Liquid 30ml,E-Liquids,120,4,299.0,2024-02-25,1
Battery Charger,Accessories,250,3,599.0,2024-02-26,196
Tropical Mix 500 Puff,Disposable Vapes,150,8,399.0,2024-02-26,1
Pod System Kit,Pod Systems,800,3,1499.0,2024-02-26,1
Advanced Pod Kit,Pod Systems,1200,1,1999.0,2024-02-27,276
E-Liquid 100ml Bulk,E-Liquids,300,5,699.0,2024-02-27,16
Compact Pod Kit,Pod Systems,600,5,1199.0,2024-02-27,107
Coil Pack (10 pcs),Accessories,200,6,499.0,2024-02-27,1
Battery Charger,Accessories,250,3,599.0,2024-02-27,193
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2024-02-29,141
Max 3000 Puff,Disposable Vapes,350,3,999.0,2024-02-29,8
E-Liquid 60ml Premium,E-Liquids,200,10,499.0,2024-03-01,1
Professional Starter Kit,Premium Devices,1500,2,2499.0,2024-03-01,323
Tropical Mix 500 Puff,Disposable Vapes,150,8,399.0,2024-03-01,1
Replacement Pods (4-Pack),Pod Systems,200,8,599.0,2024-03-01,1
Advanced Pod Kit,Pod Systems,1200,1,1999.0,2024-03-01,275
Classic 500 Puff,Disposable Vapes,150,6,399.0,2024-03-03,1
E-Liquid 100ml Bulk,E-Liquids,300,2,699.0,2024-03-03,14
Max 3000 Puff,Disposable Vapes,350,3,999.0,2024-03-03,5
E-Liquid 30ml,E-Liquids,120,7,299.0,2024-03-03,1
Classic 500 Puff,Disposable Vapes,150,14,399.0,2024-03-05,1
Compact Pod Kit,Pod Systems,600,4,1199.0,2024-03-05,103
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2024-03-05,273
Coil Pack (10 pcs),Accessories,200,5,499.0,2024-03-05,1
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2024-03-08,137
Tank Glass Replacement,Accessories,150,10,399.0,2024-03-08,1
Compact Pod Kit,Pod Systems,600,5,1199.0,2024-03-08,98
Advanced Pod Kit,Pod Systems,1200,3,1999.0,2024-03-08,270
Coil Pack (10 pcs),Accessories,200,5,499.0,2024-03-08,1
Battery 18650,Accessories,80,5,249.0,2024-03-09,1
Advanced Pod Kit,Pod Systems,1200,1,1999.0,2024-03-09,269
Classic 500 Puff,Disposable Vapes,150,6,399.0,2024-03-09,1
E-Liquid 60ml Premium,E-Liquids,200,8,499.0,2024-03-11,1
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2024-03-11,133
Battery Charger,Accessories,250,4,599.0,2024-03-11,189
Classic 500 Puff,Disposable Vapes,150,14,399.0,2024-03-11,1
Advanced Mod,Premium Devices,1800,4,2999.0,2024-03-12,233
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-03-12,114
E-Liquid 60ml Premium,E-Liquids,200,8,499.0,2024-03-12,1
Professional Starter Kit,Premium Devices,1500,2,2499.0,2024-03-12,321
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-03-14,113
Classic 500 Puff,Disposable Vapes,150,9,399.0,2024-03-14,1
Pod System Kit,Pod Systems,800,3,1499.0,2024-03-14,1
Classic 500 Puff,Disposable Vapes,150,5,399.0,2024-03-17,1
E-Liquid 60ml Premium,E-Liquids,200,4,499.0,2024-03-17,1
Professional Starter Kit,Premium Devices,1500,1,2499.0,2024-03-17,320
High Strength 50mg 30ml,E-Liquids,150,2,399.0,2024-03-17,131
Coil Pack (10 pcs),Accessories,200,3,499.0,2024-03-17,1
E-Liquid 100ml Bulk,E-Liquids,300,4,699.0,2024-03-18,10
Lite 200 Puff,Disposable Vapes,100,16,249.0,2024-03-18,1
E-Liquid 30ml,E-Liquids,120,14,299.0,2024-03-18,1
Coil Pack (10 pcs),Accessories,200,5,499.0,2024-03-18,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-03-19,112
Tropical Mix 500 Puff,Disposable Vapes,150,13,399.0,2024-03-19,1
E-Liquid 100ml Bulk,E-Liquids,300,5,699.0,2024-03-20,5
Compact Pod Kit,Pod Systems,600,6,1199.0,2024-03-20,92
E-Liquid 30ml,E-Liquids,120,17,299.0,2024-03-20,1
Battery Charger,Accessories,250,5,599.0,2024-03-20,184
Professional Starter Kit,Premium Devices,1500,2,2499.0,2024-03-20,318
Tank Glass Replacement,Accessories,150,9,399.0,2024-03-21,1
E-Liquid 30ml,E-Liquids,120,12,299.0,2024-03-21,1
Zero Nicotine 30ml,E-Liquids,100,9,249.0,2024-03-21,1
Lite 200 Puff,Disposable Vapes,100,14,249.0,2024-03-21,1
Classic 500 Puff,Disposable Vapes,150,8,399.0,2024-03-21,1
E-Liquid 30ml,E-Liquids,120,14,299.0,2024-03-22,1
Coil Pack (10 pcs),Accessories,200,6,499.0,2024-03-22,1
E-Liquid 30ml,E-Liquids,120,6,299.0,2024-03-23,1
Battery 18650,Accessories,80,5,249.0,2024-03-23,1
Professional Starter Kit,Premium Devices,1500,1,2499.0,2024-03-23,317
Advanced Mod,Premium Devices,1800,5,2999.0,2024-03-26,228
Battery 18650,Accessories,80,15,249.0,2024-03-26,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-03-26,111
Classic 500 Puff,Disposable Vapes,150,9,399.0,2024-03-26,1
Compact Pod Kit,Pod Systems,600,5,1199.0,2024-03-28,87
E-Liquid 100ml Bulk,E-Liquids,300,4,699.0,2024-03-28,1
Max 3000 Puff,Disposable Vapes,350,6,999.0,2024-03-29,1
Lite 200 Puff,Disposable Vapes,100,21,249.0,2024-03-29,1
E-Liquid 100ml Bulk,E-Liquids,300,6,699.0,2024-03-29,1
Lite 200 Puff,Disposable Vapes,100,12,249.0,2024-03-30,1
Tank Glass Replacement,Accessories,150,6,399.0,2024-03-30,1
Tropical Mix 500 Puff,Disposable Vapes,150,9,399.0,2024-03-30,1
Classic 500 Puff,Disposable Vapes,150,7,399.0,2024-03-30,1
Zero Nicotine 30ml,E-Liquids,100,6,249.0,2024-03-30,1
Temperature Control Device,Premium Devices,3000,2,4999.0,2024-04-02,109
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2024-04-02,127
E-Liquid 100ml Bulk,E-Liquids,300,4,699.0,2024-04-02,1
Pod System Kit,Pod Systems,800,3,1499.0,2024-04-02,1
Classic 500 Puff,Disposable Vapes,150,14,399.0,2024-04-04,1
Pod System Kit,Pod Systems,800,5,1499.0,2024-04-04,1
E-Liquid 30ml,E-Liquids,120,18,299.0,2024-04-04,1
Coil Pack (10 pcs),Accessories,200,8,499.0,2024-04-04,1
E-Liquid 60ml Premium,E-Liquids,200,9,499.0,2024-04-05,1
High Strength 50mg 30ml,E-Liquids,150,6,399.0,2024-04-05,121
Pod System Kit,Pod Systems,800,2,1499.0,2024-04-07,1
Premium 2000 Puff,Disposable Vapes,280,4,799.0,2024-04-07,1
Tank Glass Replacement,Accessories,150,5,399.0,2024-04-07,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-04-07,108
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-04-11,107
E-Liquid 30ml,E-Liquids,120,17,299.0,2024-04-11,1
Lite 200 Puff,Disposable Vapes,100,8,249.0,2024-04-13,1
Coil Pack (10 pcs),Accessories,200,4,499.0,2024-04-13,1
E-Liquid 30ml,E-Liquids,120,9,299.0,2024-04-13,1
Zero Nicotine 30ml,E-Liquids,100,4,249.0,2024-04-14,1
Premium 2000 Puff,Disposable Vapes,280,4,799.0,2024-04-14,1
Max 3000 Puff,Disposable Vapes,350,3,999.0,2024-04-14,1
Replacement Pods (4-Pack),Pod Systems,200,7,599.0,2024-04-17,1
Premium 2000 Puff,Disposable Vapes,280,10,799.0,2024-04-17,1
Battery Charger,Accessories,250,5,599.0,2024-04-17,179
Professional Starter Kit,Premium Devices,1500,1,2499.0,2024-04-21,316
Battery 18650,Accessories,80,5,249.0,2024-04-21,1
Tropical Mix 500 Puff,Disposable Vapes,150,7,399.0,2024-04-21,1
Premium 2000 Puff,Disposable Vapes,280,3,799.0,2024-04-21,1
E-Liquid 60ml Premium,E-Liquids,200,10,499.0,2024-04-22,1
High Strength 50mg 30ml,E-Liquids,150,5,399.0,2024-04-22,116
Classic 500 Puff,Disposable Vapes,150,12,399.0,2024-04-22,1
Max 3000 Puff,Disposable Vapes,350,6,999.0,2024-04-23,1
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2024-04-23,267
Zero Nicotine 30ml,E-Liquids,100,6,249.0,2024-04-25,1
Compact Pod Kit,Pod Systems,600,7,1199.0,2024-04-25,80
Classic 500 Puff,Disposable Vapes,150,15,399.0,2024-04-25,1
Advanced Mod,Premium Devices,1800,3,2999.0,2024-04-27,225
Battery Charger,Accessories,250,2,599.0,2024-04-27,177
Pod System Kit,Pod Systems,800,3,1499.0,2024-04-27,1
Compact Pod Kit,Pod Systems,600,3,1199.0,2024-04-28,77
Battery Charger,Accessories,250,1,599.0,2024-04-28,176
Professional Starter Kit,Premium Devices,1500,1,2499.0,2024-04-28,315
Battery 18650,Accessories,80,5,249.0,2024-04-28,1
Max 3000 Puff,Disposable Vapes,350,8,999.0,2024-04-29,1
Tank Glass Replacement,Accessories,150,11,399.0,2024-04-29,1
High Strength 50mg 30ml,E-Liquids,150,5,399.0,2024-04-29,111
E-Liquid 60ml Premium,E-Liquids,200,9,499.0,2024-04-29,1
Classic 500 Puff,Disposable Vapes,150,14,399.0,2024-04-29,1
Battery 18650,Accessories,80,18,249.0,2024-05-01,1
Replacement Pods (4-Pack),Pod Systems,200,7,599.0,2024-05-01,1
Advanced Mod,Premium Devices,1800,5,2999.0,2024-05-02,220
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2024-05-02,265
Tropical Mix 500 Puff,Disposable Vapes,150,15,399.0,2024-05-02,1
High Strength 50mg 30ml,E-Liquids,150,5,399.0,2024-05-02,106
Tank Glass Replacement,Accessories,150,10,399.0,2024-05-03,1
E-Liquid 100ml Bulk,E-Liquids,300,6,699.0,2024-05-03,1
Zero Nicotine 30ml,E-Liquids,100,5,249.0,2024-05-05,1
E-Liquid 100ml Bulk,E-Liquids,300,3,699.0,2024-05-05,1
Classic 500 Puff,Disposable Vapes,150,5,399.0,2024-05-05,1
Max 3000 Puff,Disposable Vapes,350,4,999.0,2024-05-05,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-05-06,106
Zero Nicotine 30ml,E-Liquids,100,8,249.0,2024-05-06,1
Premium 2000 Puff,Disposable Vapes,280,8,799.0,2024-05-06,1
Temperature Control Device,Premium Devices,3000,2,4999.0,2024-05-07,104
Pod System Kit,Pod Systems,800,5,1499.0,2024-05-07,1
Coil Pack (10 pcs),Accessories,200,5,499.0,2024-05-07,1
Max 3000 Puff,Disposable Vapes,350,5,999.0,2024-05-07,1
Advanced Pod Kit,Pod Systems,1200,3,1999.0,2024-05-09,262
Advanced Mod,Premium Devices,1800,4,2999.0,2024-05-09,216
Battery 18650,Accessories,80,15,249.0,2024-05-10,1
Pod System Kit,Pod Systems,800,3,1499.0,2024-05-10,1
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2024-05-10,260
Lite 200 Puff,Disposable Vapes,100,10,249.0,2024-05-12,1
Coil Pack (10 pcs),Accessories,200,4,499.0,2024-05-12,1
Premium 2000 Puff,Disposable Vapes,280,5,799.0,2024-05-12,1
Replacement Pods (4-Pack),Pod Systems,200,5,599.0,2024-05-12,1
Compact Pod Kit,Pod Systems,600,3,1199.0,2024-05-12,74
Lite 200 Puff,Disposable Vapes,100,22,249.0,2024-05-13,1
Pod System Kit,Pod Systems,800,5,1499.0,2024-05-13,1
Tank Glass Replacement,Accessories,150,10,399.0,2024-05-15,1
E-Liquid 60ml Premium,E-Liquids,200,8,499.0,2024-05-15,1
Classic 500 Puff,Disposable Vapes,150,14,399.0,2024-05-15,1
Coil Pack (10 pcs),Accessories,200,5,499.0,2024-05-15,1
Tropical Mix 500 Puff,Disposable Vapes,150,16,399.0,2024-05-17,1
Classic 500 Puff,Disposable Vapes,150,14,399.0,2024-05-17,1
Premium 2000 Puff,Disposable Vapes,280,10,799.0,2024-05-17,1
Tropical Mix 500 Puff,Disposable Vapes,150,8,399.0,2024-05-19,1
Lite 200 Puff,Disposable Vapes,100,7,249.0,2024-05-19,1
Advanced Pod Kit,Pod Systems,1200,1,1999.0,2024-05-19,259
E-Liquid 30ml,E-Liquids,120,18,299.0,2024-05-23,1
Tank Glass Replacement,Accessories,150,9,399.0,2024-05-23,1
Coil Pack (10 pcs),Accessories,200,6,499.0,2024-05-24,1
Compact Pod Kit,Pod Systems,600,7,1199.0,2024-05-24,67
Advanced Mod,Premium Devices,1800,6,2999.0,2024-05-24,210
E-Liquid 60ml Premium,E-Liquids,200,7,499.0,2024-05-25,1
E-Liquid 100ml Bulk,E-Liquids,300,3,699.0,2024-05-25,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-05-25,103
Coil Pack (10 pcs),Accessories,200,4,499.0,2024-05-25,1
Battery 18650,Accessories,80,7,249.0,2024-05-25,1
Pod System Kit,Pod Systems,800,2,1499.0,2024-05-26,1
Professional Starter Kit,Premium Devices,1500,1,2499.0,2024-05-26,314
Zero Nicotine 30ml,E-Liquids,100,5,249.0,2024-05-26,1
Advanced Pod Kit,Pod Systems,1200,1,1999.0,2024-05-26,258
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-05-26,102
E-Liquid 100ml Bulk,E-Liquids,300,5,699.0,2024-05-27,1
Battery Charger,Accessories,250,5,599.0,2024-05-27,171
Advanced Mod,Premium Devices,1800,6,2999.0,2024-05-27,204
Coil Pack (10 pcs),Accessories,200,5,499.0,2024-05-27,1
Max 3000 Puff,Disposable Vapes,350,5,999.0,2024-05-28,1
Pod System Kit,Pod Systems,800,4,1499.0,2024-05-28,1
Battery 18650,Accessories,80,16,249.0,2024-05-28,1
E-Liquid 60ml Premium,E-Liquids,200,8,499.0,2024-05-30,1
Advanced Mod,Premium Devices,1800,5,2999.0,2024-05-30,199
Professional Starter Kit,Premium Devices,1500,2,2499.0,2024-05-30,312
High Strength 50mg 30ml,E-Liquids,150,3,399.0,2024-06-01,103
Tank Glass Replacement,Accessories,150,6,399.0,2024-06-01,1
E-Liquid 60ml Premium,E-Liquids,200,5,499.0,2024-06-01,1
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2024-06-01,256
Coil Pack (10 pcs),Accessories,200,5,499.0,2024-06-01,1
Battery 18650,Accessories,80,9,249.0,2024-06-02,1
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2024-06-02,254
E-Liquid 30ml,E-Liquids,120,10,299.0,2024-06-02,1
Lite 200 Puff,Disposable Vapes,100,9,249.0,2024-06-02,1
E-Liquid 30ml,E-Liquids,120,18,299.0,2024-06-03,1
E-Liquid 60ml Premium,E-Liquids,200,7,499.0,2024-06-03,1
Coil Pack (10 pcs),Accessories,200,7,499.0,2024-06-03,1
Coil Pack (10 pcs),Accessories,200,9,499.0,2024-06-04,1
High Strength 50mg 30ml,E-Liquids,150,5,399.0,2024-06-04,98
E-Liquid 60ml Premium,E-Liquids,200,12,499.0,2024-06-04,1
Tank Glass Replacement,Accessories,150,8,399.0,2024-06-05,1
Advanced Mod,Premium Devices,1800,6,2999.0,2024-06-05,193
Professional Starter Kit,Premium Devices,1500,2,2499.0,2024-06-05,310
Compact Pod Kit,Pod Systems,600,7,1199.0,2024-06-05,60
E-Liquid 30ml,E-Liquids,120,17,299.0,2024-06-05,1
Coil Pack (10 pcs),Accessories,200,9,499.0,2024-06-06,1
Zero Nicotine 30ml,E-Liquids,100,10,249.0,2024-06-06,1
Battery 18650,Accessories,80,6,249.0,2024-06-08,1
Classic 500 Puff,Disposable Vapes,150,7,399.0,2024-06-08,1
Professional Starter Kit,Premium Devices,1500,1,2499.0,2024-06-08,309
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-06-08,101
Tank Glass Replacement,Accessories,150,6,399.0,2024-06-09,1
Battery 18650,Accessories,80,6,249.0,2024-06-09,1
Replacement Pods (4-Pack),Pod Systems,200,4,599.0,2024-06-09,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-06-09,100
Professional Starter Kit,Premium Devices,1500,3,2499.0,2024-06-10,306
Battery 18650,Accessories,80,11,249.0,2024-06-10,1
Replacement Pods (4-Pack),Pod Systems,200,10,599.0,2024-06-10,1
Advanced Mod,Premium Devices,1800,5,2999.0,2024-06-10,188
Pod System Kit,Pod Systems,800,6,1499.0,2024-06-10,1
Coil Pack (10 pcs),Accessories,200,8,499.0,2024-06-11,1
Advanced Mod,Premium Devices,1800,8,2999.0,2024-06-11,180
Pod System Kit,Pod Systems,800,6,1499.0,2024-06-11,1
Tank Glass Replacement,Accessories,150,13,399.0,2024-06-11,1
Tropical Mix 500 Puff,Disposable Vapes,150,19,399.0,2024-06-12,1
High Strength 50mg 30ml,E-Liquids,150,8,399.0,2024-06-12,90
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-06-13,99
Battery 18650,Accessories,80,15,249.0,2024-06-13,1
E-Liquid 100ml Bulk,E-Liquids,300,5,699.0,2024-06-13,1
Lite 200 Puff,Disposable Vapes,100,26,249.0,2024-06-13,1
Advanced Pod Kit,Pod Systems,1200,3,1999.0,2024-06-13,251
Professional Starter Kit,Premium Devices,1500,2,2499.0,2024-06-14,304
Coil Pack (10 pcs),Accessories,200,7,499.0,2024-06-14,1
Replacement Pods (4-Pack),Pod Systems,200,9,599.0,2024-06-14,1
Advanced Mod,Premium Devices,1800,4,2999.0,2024-06-14,176
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-06-15,98
Premium 2000 Puff,Disposable Vapes,280,6,799.0,2024-06-15,1
Classic 500 Puff,Disposable Vapes,150,9,399.0,2024-06-16,1
Lite 200 Puff,Disposable Vapes,100,9,249.0,2024-06-16,1
Compact Pod Kit,Pod Systems,600,2,1199.0,2024-06-16,58
Pod System Kit,Pod Systems,800,4,1499.0,2024-06-17,1
E-Liquid 100ml Bulk,E-Liquids,300,7,699.0,2024-06-17,1
Classic 500 Puff,Disposable Vapes,150,11,399.0,2024-06-20,1
Replacement Pods (4-Pack),Pod Systems,200,9,599.0,2024-06-20,1
Tropical Mix 500 Puff,Disposable Vapes,150,9,399.0,2024-06-22,1
Battery Charger,Accessories,250,3,599.0,2024-06-22,168
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-06-22,97
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2024-06-22,249
Tank Glass Replacement,Accessories,150,5,399.0,2024-06-22,1
Pod System Kit,Pod Systems,800,6,1499.0,2024-06-24,1
Replacement Pods (4-Pack),Pod Systems,200,12,599.0,2024-06-24,1
E-Liquid 100ml Bulk,E-Liquids,300,5,699.0,2024-06-24,1
Battery Charger,Accessories,250,5,599.0,2024-06-24,163
Tank Glass Replacement,Accessories,150,11,399.0,2024-06-24,1
Battery Charger,Accessories,250,4,599.0,2024-06-25,159
Advanced Pod Kit,Pod Systems,1200,4,1999.0,2024-06-25,245
Tank Glass Replacement,Accessories,150,9,399.0,2024-06-26,1
E-Liquid 100ml Bulk,E-Liquids,300,8,699.0,2024-06-26,1
High Strength 50mg 30ml,E-Liquids,150,5,399.0,2024-06-26,85
Battery 18650,Accessories,80,14,249.0,2024-06-26,1
Compact Pod Kit,Pod Systems,600,6,1199.0,2024-06-27,52
E-Liquid 100ml Bulk,E-Liquids,300,8,699.0,2024-06-27,1
Coil Pack (10 pcs),Accessories,200,5,499.0,2024-06-27,1
Advanced Mod,Premium Devices,1800,7,2999.0,2024-06-27,169
Premium 2000 Puff,Disposable Vapes,280,10,799.0,2024-06-27,1
Advanced Mod,Premium Devices,1800,3,2999.0,2024-06-30,166
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-06-30,96
Battery Charger,Accessories,250,4,599.0,2024-07-01,155
Advanced Mod,Premium Devices,1800,4,2999.0,2024-07-01,162
Lite 200 Puff,Disposable Vapes,100,25,249.0,2024-07-01,1
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2024-07-01,81
High Strength 50mg 30ml,E-Liquids,150,8,399.0,2024-07-03,73
E-Liquid 60ml Premium,E-Liquids,200,7,499.0,2024-07-03,1
Lite 200 Puff,Disposable Vapes,100,20,249.0,2024-07-05,1
Advanced Mod,Premium Devices,1800,4,2999.0,2024-07-05,158
Zero Nicotine 30ml,E-Liquids,100,8,249.0,2024-07-05,1
Compact Pod Kit,Pod Systems,600,2,1199.0,2024-07-06,50
Advanced Mod,Premium Devices,1800,3,2999.0,2024-07-06,155
Temperature Control Device,Premium Devices,3000,1,4999.0,2024-07-06,95
E-Liquid 30ml,E-Liquids,120,11,299.0,2024-07-06,1
Lite 200 Puff,Disposable Vapes,100,13,249.0,2024-07-06,1
Advanced Mod,Premium Devices,1800,2,2999.0,2024-07-07,153
Zero Nicotine 30ml,E-Liquids,100,4,249.0,2024-07-07,1
